Link incidecoder,brand,short_product_name,date_upload,incide_enDescription,incide_ingredients,incide_imageKey,process
https://incidecoder.com/products/laikou-australia-tea-tree-anti-acne-serum,Laikou,Australia Tea Tree Anti Acne Serum,10/28/2022,"
    
    Anti-acne, anti-inflammatory, herbal cleansing.
    ","

Aqua,
                            Glycerin,
                            Propylene Glycol,
                            Butylene Glycol,
                            Melaleuca Alternifolia (Tea Tree) Leaf Oil,
                            Cyclodextrin,
                            Lactobacillus/​Pear Juice Ferment Filtrate,
                            Phellodendron Amurense Bark Extract,
                            Salix Alba (Willow) Bark Extract,
                            
        [more]Rehmannia Chinensis Root Extract,
                            Melia Azadirachta Leaf Extract,
                            Scutellaria Baicalensis Root Extract,
                            Houttuynia Cordata Extract,
                            Glycine Soja (Soybean) Seed Extract,
                            Glycolic Acid,
                            PEG-60 Hydrogenated Castor Oil,
                            Ethylhexylglycerin,
                            Glyceryl Caprylate,
                            O-Cymen-5-Ol,
                            Quaternium-73,
                            Acrylates/​Vinyl Isodecanoate Crosspolymer,
                            Xanthan Gum,
                            Allantoin,
                            Triethanolamine,
                            Methylparaben,
                            Phenoxyethanol[less]

",https://incidecoder-content.storage.googleapis.com/07646d9d-6476-4a27-b83a-b03e5f8ab424/products/laikou-australia-tea-tree-anti-acne-serum/laikou-australia-tea-tree-anti-acne-serum_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-japan-sakura-lip-mask,Laikou,Japan Sakura Lip Mask,03/07/2024,"
    
    Helps moisturising and repairing lip also reduce lip lines.
    ","

Petrolatum,
                            Microcrystalline Wax,
                            Hydrogenated Palm Kernel Oil,
                            Beeswax,
                            Hydrogenated Palm Acid,
                            Stearyl Stearate,
                            Sorbitan Sesquioleate,
                            Cetyl Ethylhexanoate,
                            Tocopheryl Acetate,
                            
        [more]Aqua,
                            Butylene Glycol,
                            Phenoxyethanol,
                            Prunus Lannesiana Flower Extract,
                            Prunus Mume Fruit Extract,
                            Citric Acid,
                            Potassium Hydroxide,
                            Malic Acid,
                            Ascorbic Acid,
                            Parfum,
                            Ci 16255,
                            Ci 45380[less]

",https://incidecoder-content.storage.googleapis.com/ccb7196d-7cc0-417d-8f6d-599908486207/products/laikou-japan-sakura-lip-mask/laikou-japan-sakura-lip-mask_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-sakura-eye-cream,Laikou,Sakura Eye Cream,04/21/2024,"
    
    Fade dark circles and reduce wrinkles
    ","

Prunus Lannesiana Flower Extract,
                            Ascorbic Acid,
                            Prunus Mume Fruit Extract,
                            Kohhii Ekisu,
                            Sodium Hyaluronate,
                            Kohhii Ekisu,
                            Matrine,
                            Prunus Lannesiana Flower Extract,
                            Malic Acid,
                            
        [more]Prunus Mume Fruit Extract,
                            Citric Acid,
                            Potassium Hydroxide,
                            Phenoxyethanol,
                            Butylene Glycol,
                            Tremella Fuciformis Polysaccharide,
                            Disodium EDTA,
                            Hydroxyacetophenone,
                            1,2-Hexanediol,
                            Parfum,
                            Ci 16255,
                            Hyaluronic Acid,
                            Niacinamide,
                            Vitamin C,
                            Vitamin E[less]

",https://incidecoder-content.storage.googleapis.com/0e297032-1a0f-4b85-b265-c36d2654e902/products/laikou-sakura-eye-cream/laikou-sakura-eye-cream_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-blueberry-serum,Laikou,Blueberry Serum,05/14/2023,"
    
     Reduces fine lines essence lighten wrinkle anti-aging.
    ","

Aqua,
                            Butylene Glycol,
                            Sodium Hyaluronate,
                            Tremella Fuciformis Polysaccharide,
                            Vaccinium Angustifolium (Blueberry) Fruit Extract,
                            Glycerin,
                            Propylene Glycol,
                            Phenoxyethanol,
                            Ethylhexylglycerin,
                            
        [more]PEG-40 Hydrogenated Castor Oil,
                            Carbomer,
                            Triethanolamine,
                            Methylparaben,
                            Diazolidinyl Urea,
                            Parfum,
                            Ci 16255,
                            Ci 42090[less]

",https://incidecoder-content.storage.googleapis.com/1e8e0281-0f0f-44a8-bd1d-2ce8f1242a5b/products/laikou-blueberry-serum/laikou-blueberry-serum_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-bulgaria-rose-serum,Laikou,Bulgaria Rose Serum,05/14/2023,"
    
     Deep hydrating
anti-aging esrum to brighten skin tone.
    ","

Aqua,
                            Butylene Glycol,
                            Rosa Damascena Flower Water,
                            Sodium Hyaluronate,
                            Tremella Fuciformis Polysaccharide,
                            Acrylates/​C10-30 Alkyl Acrylate Crosspolymer,
                            PEG-40 Hydrogenated Castor Oil,
                            Triethanolamine,
                            Methylparaben,
                            
        [more]Phenoxyethanol,
                            Ethylhexylglycerin,
                            Imidazolidinyl Urea,
                            Parfum,
                            Ci 16255[less]

",https://incidecoder-content.storage.googleapis.com/675a699c-1cc5-460b-b6ba-82e1e8180133/products/laikou-bulgaria-rose-serum/laikou-bulgaria-rose-serum_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-japan-sakura-toner,Laikou,Japan Sakura Toner,05/26/2023,"
    
    Brighting, soothing, hydrating toner.
    ","

Aqua,
                            Propylene Glycol,
                            Niacinamide,
                            Butylene Glycol,
                            Portulaca Oleracea Extract,
                            Sodium Hyaluronate,
                            Prunus Lannesiana Flower Extract,
                            Ascorbic Acid,
                            Malic Acid,
                            
        [more]Prunus Mume Fruit Extract,
                            Citric Acid,
                            Potassium Hydroxide,
                            Phenoxyethanol,
                            Methylparaben,
                            DMDM Hydantoin,
                            Parfum,
                            PEG-40 Hydrogenated Castor Oil,
                            Ci 16255,
                            Disodium EDTA[less]

",https://incidecoder-content.storage.googleapis.com/0e0cd7b9-5a3d-45f8-9207-1ba85aa0d3c3/products/laikou-japan-sakura-toner/laikou-japan-sakura-toner_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-japan-sakura-tone-up-cream,Laikou,Japan Sakura Tone Up Cream,05/27/2023,"
    
    Improve skin tone, moisturise and give a natural make up look. 
    ","

Aqua,
                            Glycerin,
                            Propylene Glycol,
                            Dimethicone,
                            Propylene Glycol Dicaprylate/​Dicaprate,
                            Isononyl Isononanoate,
                            Cyclopentasiloxane,
                            Ci 77891,
                            Phenyl Trimethicone,
                            
        [more]Sodium Polyacrylate,
                            Sodium Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer,
                            Ethylhexyl Stearate,
                            Isohexadecane,
                            Trideceth-6,
                            Polysorbate 80,
                            Aluminum Hydroxide,
                            Sorbitan Oleate,
                            Triethoxycaprylylsilane,
                            Dimethiconol,
                            Butyrospermum Parkii (Shea) Butter,
                            C20-22 Alkyl Phosphate,
                            C20-22 Alcohols,
                            Potassium Cetyl Phosphate,
                            Cetyl Phosphate,
                            Niacinamide,
                            Centella Asiatica Extract,
                            Prunus Lannesiana Flower Extract,
                            Ascorbic Acid,
                            Malic Acid,
                            Prunus Mume Fruit Extract,
                            Citric Acid,
                            Potassium Hydroxide,
                            Phenoxyethanol,
                            Butylene Glycol,
                            Echinacea Purpurea Extract,
                            1,2-Hexanediol,
                            Hydroxyacetophenone,
                            Calendula Officinalis Flower Extract,
                            Glycyrrhiza Glabra (Licorice) Root Extract,
                            Propylparaben,
                            Methylparaben,
                            Diazolidinyl Urea,
                            Parfum,
                            Ci 16255,
                            Disodium EDTA[less]

",https://incidecoder-content.storage.googleapis.com/4a1c1381-9d66-41c3-90f0-b1ca18a5f808/products/laikou-japan-sakura-tone-up-cream/laikou-japan-sakura-tone-up-cream_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-milk-cleanser,Laikou,Milk Cleanser,05/27/2023,"
    
    Gentle cleansing formula that helps keep skin clean and bright.
    ","

Aqua,
                            Sodium Laureth Sulfate,
                            Myristic Acid,
                            Cocamidopropyl Hydroxysultaine,
                            Glycerin,
                            Lauric Acid,
                            Sodium Taurine Cocoyl Methyltaurate,
                            Potassium Hydroxide,
                            Glycol Distearate,
                            
        [more]Sodium Chloride,
                            Cocamide DEA,
                            Cocos Nucifera (Coconut) Oil,
                            Glycol Stearate,
                            Distearyl Phthalic Acid Amide,
                            Potassium Cocoyl Glycinate,
                            Coconut Acid,
                            Potassium Cocoate,
                            Potassium Chloride,
                            Polyquaternium-7,
                            Milk Extract,
                            Butylene Glycol,
                            Phenoxyethanol,
                            Ethylhexylglycerin,
                            Disodium EDTA,
                            DMDM Hydantoin,
                            Parfum[less]

",https://incidecoder-content.storage.googleapis.com/47c2f1b7-9895-4801-9a81-1669e159e988/products/laikou-milk-cleanser/laikou-milk-cleanser_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-milk-body-lotion,Laikou,Milk Body Lotion,08/25/2023,"
    
    Brightens, softens and improves skin health.
    ","

Aqua,
                            Mineral Oil,
                            Glycerin,
                            Cetearyl Alcohol,
                            Glyceryl Stearate,
                            Dimethicone,
                            Acrylamide/​Sodium Acryloyldimethyltaurate Copolymer,
                            C13-14 Alkane,
                            Laureth-7,
                            
        [more]Butyrospermum Parkii (Shea) Butter,
                            Tocopheryl Acetate,
                            Sodium Hyaluronate,
                            Alpha-Arbutin,
                            Milk Extract,
                            Butylene Glycol,
                            Phenoxyethanol,
                            Ethylhexylglycerin,
                            Lactic Acid,
                            Polysorbate 20,
                            Sodium Lauryl Sulfate,
                            Propylparaben,
                            Methylparaben,
                            Diazolidinyl Urea,
                            Parfum[less]

",https://incidecoder-content.storage.googleapis.com/fe8f3478-ee37-416f-8d5e-a22402436b3a/products/laikou-milk-body-lotion/laikou-milk-body-lotion_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-7x-ceramide-barrier-repair-serum,Laikou,7x Ceramide Barrier Repair Serum,01/16/2024,"
    
    A ceramide serum.
    ","

Aqua,
                            Butylene Glycol,
                            Glycerin,
                            Niacinamide,
                            Sodium Hyaluronate,
                            Tremella Fuciformis Polysaccharide,
                            Laminaria Digitata Extract,
                            Hydrogenated Lecithin,
                            Ceramide EOP,
                            
        [more]Cetyl-PG Hydroxyethyl Palmitamide,
                            Ceramide NS,
                            Ceramide NG,
                            Ceramide NP,
                            Ceramide AS,
                            Ceramide AP,
                            Cholesterol,
                            1.2-Hexanediol,
                            Salicyloyl Phytosphingosine,
                            Phytosphingosine,
                            Acrylates/​C10-30 Alkyl Acrylate Crosspolymer,
                            Triethanolamine,
                            Methylparaben,
                            Phenoxyethanol,
                            Ethylhexylglycerin,
                            Imidazolidinyl Urea[less]

",https://incidecoder-content.storage.googleapis.com/fe3c3e5e-3a49-452f-86c6-12ec2225699f/products/laikou-7x-ceramide-barrier-repair-serum/laikou-7x-ceramide-barrier-repair-serum_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-sakura-exfoliating-scrub,Laikou,Sakura Exfoliating Scrub,01/09/2024,"
    
    An exfoliating scrub.
    ","

Aqua,
                            Mineral Oil,
                            Glycerin,
                            Caprylic/​Capric Triglyceride,
                            Propylene Glycol,
                            Dimethicone,
                            Ethylhexyl Palmitate,
                            Petrolatum,
                            Glyceryl Stearate,
                            
        [more]Hydrated Silica,
                            Cetearyl Alcohol,
                            PEG-100 Stearate,
                            Acrylamide/​Sodium Acryloyldimethyltaurate Copolymer,
                            C13-14 Alkane,
                            Laureth-7,
                            Butyrospermum Parkii (Shea) Butter,
                            Trehalose,
                            Butylene Glycol,
                            Phenoxyethanol,
                            Prunus Lannesiana Flower Extract,
                            Prunus Mume Fruit Extract,
                            Ascorbic Acid,
                            Malic Acid,
                            Citric Acid,
                            Potassium Hydroxide,
                            Niacinamide,
                            Lactic Acid,
                            Squalane,
                            Jojoba Esters,
                            Xanthan Gum,
                            Methylparaben,
                            Propylparaben,
                            Diazolidinyl Urea,
                            Parfum,
                            Ci 73360,
                            Ci 16255[less]

",https://incidecoder-content.storage.googleapis.com/dd37f527-1ed3-46fb-84ce-1c2debdb13df/products/laikou-sakura-exfoliating-scrub/laikou-sakura-exfoliating-scrub_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-japan-sakura-sleeping-face-mask,Laikou,Japan Sakura Sleeping Face Mask,01/09/2024,"

        Rich in sakura extracts, seaweed essence, hyaluronic acid and other nourishing ingredients to repair and protect the skin intensively, laikou sakura sleeping face mask can restore the lost moisture for
        [more]
[more]

        your skin when you are sleeping, making your skin moisturized, well-rested and dynamic when wake up.
        
[less]

","

Aqua,
                            Propylene Glycol,
                            Glycerin,
                            Mineral Oil,
                            Isododecane,
                            Dimethicone,
                            Sodium Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer,
                            Isohexadecane,
                            Polysorbate 80,
                            
        [more]Sorbitan Oleate,
                            Carbomer,
                            Triethanolamine,
                            Sodium Hyaluronate,
                            Butylene Glycol,
                            Rice Ferment Filtrate (Sake),
                            Codium Tomentosum Extract,
                            Ethylparaben,
                            Prunus Lannesiana Flower Extract,
                            Ascorbic Acid,
                            Malic Acid,
                            Prunus Mume Fruit Extract,
                            Citric Acid,
                            Potassium Hydroxide,
                            Phenoxyethanol,
                            Methylparaben,
                            Diazolidinyl Urea,
                            Parfum,
                            Ci 16255[less]

",https://incidecoder-content.storage.googleapis.com/8791b835-fcae-4a52-ace7-87dd1fed9d5f/products/laikou-japan-sakura-sleeping-face-mask/laikou-japan-sakura-sleeping-face-mask_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-green-tea-essence-cream,Laikou,Green Tea Essence Cream,01/09/2024,"
    
    Green tea essence cream.
    ","

Aqua,
                            Propylene Glycol,
                            Glycerin,
                            Mineral Oil,
                            Isododecane,
                            Dimethicone,
                            Cetearyl Alcohol,
                            Sodium Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer,
                            Isohexadecane,
                            
        [more]Polysorbate 80,
                            Sorbitan Oleate,
                            Butylene Glycol,
                            Camellia Sinensis Leaf Extract,
                            Centella Asiatica Extract,
                            Chrysanthellum Indicum Extract,
                            1,2-Hexanediol,
                            Hydroxyacetophenone,
                            Cyclodextrin,
                            Melaleuca Alternifolia (Tea Tree) Leaf Oil,
                            Carbomer,
                            Triethanolamine,
                            Methylparaben,
                            Diazolidinyl Urea,
                            Parfum[less]

",https://incidecoder-content.storage.googleapis.com/fd573c1d-d459-4ece-8103-73791ba79b82/products/laikou-green-tea-essence-cream/laikou-green-tea-essence-cream_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-hyaluronic-acid-essence-cream,Laikou,Hyaluronic Acid Essence Cream,01/10/2024,"
    
    A hyaluronic acid essence cream.
    ","

Aqua,
                            Propylene Glycol,
                            Glycerin,
                            Mineral Oil,
                            Isododecane,
                            Sodium Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer,
                            Isohexadecane,
                            Polysorbate 80,
                            Sorbitan Oleate,
                            
        [more]Sodium Hyaluronate,
                            Dipropylene Glycol,
                            Tremella Fuciformis Extract,
                            Carbomer,
                            Triethanolamine,
                            Methylparaben,
                            Diazolidinyl Urea,
                            Parfum,
                            Ci 42090,
                            Disodium EDTA[less]

",https://incidecoder-content.storage.googleapis.com/160dfcee-6858-4ec2-9f45-26af4095edd3/products/laikou-hyaluronic-acid-essence-cream/laikou-hyaluronic-acid-essence-cream_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-vitamin-c-essence-cream,Laikou,Vitamin C Essence Cream,01/10/2024,"
    
    A vitamin c essence cream.
    ","

Aqua,
                            Propylene Glycol,
                            Glycerin,
                            Ethylhexyl Palmitate,
                            Dimethicone,
                            Glycereth-26,
                            Cetearyl Alcohol,
                            Dimethiconol,
                            Sodium Acrylate/​Sodium Acryloyldimethyl,
                            
        [more]Isohexadecane,
                            Polysorbate 80,
                            Sorbitan Oleate,
                            Glyceryl Stearate,
                            PEG-100 Stearate,
                            Sodium Hyaluronate,
                            Ascorbic Acid,
                            Sodium Ascorbyl Phosphate,
                            Cyclotetrasiloxane,
                            Carbomer,
                            Triethanolamine,
                            Methylparaben,
                            Diazolidinyl Urea,
                            Parfum,
                            Ci 19140,
                            Ci 16255[less]

",https://incidecoder-content.storage.googleapis.com/8311ea69-bc76-4ce9-b5f1-33b3d0432679/products/laikou-vitamin-c-essence-cream/laikou-vitamin-c-essence-cream_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-snail-sleeping-face-mask,Laikou,Snail Sleeping Face Mask,11/30/2023,"
    
    Deeply nourishing mask.
    ","

Aqua,
                            Glycerin,
                            Propylene Glycol,
                            Mineral Oil,
                            Isododecane,
                            Dimethicone,
                            Sodium Acrylate Sodium Acryloyldimethyl Taurate Copolymer,
                            Isohexadecane,
                            Polysorbate 80,
                            
        [more]Sorbitan Oleate,
                            Snail Secretion Filtrate,
                            Butylene Glycol,
                            Phenoxyethanol,
                            Rosa Rugosa Flower Extract,
                            Ethylhexylglycerin,
                            Carbomer,
                            Triethanolamine,
                            Methylparaben,
                            Diazolidinyl Urea,
                            Parfum,
                            Ci 19140,
                            Ci 16255[less]

",https://incidecoder-content.storage.googleapis.com/b44ef1c7-a902-4dd5-bb4a-1f07186819c1/products/laikou-snail-sleeping-face-mask/laikou-snail-sleeping-face-mask_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-sakura-mud-mask,Laikou,Sakura Mud Mask,08/16/2021,"
    
     With volcanic mud minerals, it can oil control, clean pores and remove aged keratin. The delicate cream with sufficient nutritions will makes the skin clean, soft and smooth.

    ","

Aqua,
                            Kaolin,
                            Glycerin,
                            Ethylhexyl Palmitate,
                            Mineral Oil,
                            Propylene Glycol,
                            Cetearyl Alcohol,
                            Glyceryl Stearate,
                            Sea Silt,
                            
        [more]Dimethicone,
                            Ozokerite,
                            Beeswax,
                            Acrylates Copolymer,
                            PEG-100 Stearate,
                            Butyrospermum Parkii (Shea Butter),
                            Prunus Lannesiana Flower Extract,
                            Ascorbic Acid,
                            Malic Acid,
                            Prunus Mume Fruit Extract,
                            Citric Acid,
                            Potassium Hydroxide,
                            Phenoxyethanol,
                            Butylene Glycol,
                            Volcanic Soil,
                            Chamomilla Recutita (Matricaria) Flower Extract,
                            Codium Tomentosum Extract,
                            Triethanolamine,
                            Xanthan Gum,
                            Pigment Red 57 1,
                            Ci 77007,
                            Sodium Methyl Lauroyl Taurate,
                            Sodium Lauryl Sulfate,
                            Methylparaben,
                            Propylparaben,
                            Diazolidinyl Urea,
                            Potassium Sorbate,
                            Sodium Benzoate,
                            Charcoal Powder,
                            Ci 77891,
                            Ci 77499,
                            Ci 16255,
                            Parfum[less]

",https://incidecoder-content.storage.googleapis.com/4128156d-5504-48dc-9483-3586db7901e4/products/laikou-sakura-mud-mask/laikou-sakura-mud-mask_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-green-tea-lotion,Laikou,Green Tea Lotion,01/11/2024,"
    
    A green tea lotion for face to control oil and deeply nourish skin.
    ","

Aqua,
                            Mineral Oil,
                            Glycerin,
                            Dimethicone,
                            Polysorbate 20,
                            Sorbitan Stearate,
                            PEG-100 Stearate,
                            Glyceryl Stearate,
                            Sodium Hyaluronate,
                            
        [more]Butylene Glycol,
                            Camellia Sinensis Leaf Extract,
                            Chrysanthellum Indicum Extract,
                            1,2-Hexanediol,
                            Hydroxyacetophenone,
                            Aloe Barbadensis Leaf Extract,
                            Cyclodextrin,
                            Melaleuca Alternifolia (Tea Tree) Leaf Oil,
                            Xanthan Gum,
                            Carbomer,
                            Disodium EDTA,
                            Triethanolamine,
                            Propylparaben,
                            Methylparaben,
                            Diazolidinyl Urea,
                            Parfum[less]

",https://incidecoder-content.storage.googleapis.com/b30aec87-16c4-47ca-b6c7-780a8da03339/products/laikou-green-tea-lotion/laikou-green-tea-lotion_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-men-facial-lotion,Laikou,Men Facial Lotion,01/11/2024,"
    
    A facial lotion.
    ","

Aqua,
                            Propylene Glycol,
                            Glycerin,
                            Ethylhexyl Palmitate,
                            Cyclopentasiloxane,
                            Dimethiconol,
                            Dimethicone,
                            Sodium Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer,
                            Isohexadecane,
                            
        [more]Polysorbate 80,
                            Sorbitan Oleate,
                            Carbomer,
                            Sodium Hyaluronate,
                            Niacinamide,
                            Triethanolamine,
                            Sodium Chloride,
                            Tocopheryl Acetate,
                            Cladosiphon Okamuranus Extract,
                            Dipropylene Glycol,
                            Hamamelis Virginiana (Witch Hazel) Water,
                            Methylparaben,
                            Disodium EDTA,
                            Diazolidinyl Urea,
                            Perfume[less]

",https://incidecoder-content.storage.googleapis.com/f545d829-8182-4025-821b-693d6ffd1382/products/laikou-men-facial-lotion/laikou-men-facial-lotion_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-men-facial-toner,Laikou,Men Facial Toner,01/11/2024,"
    
    A facial toner. 
    ","

Aqua,
                            Glycerin,
                            Alcohol,
                            Butylene Glycol,
                            Propylene Glycol,
                            Sodium Hyaluronate Crosspolymer,
                            Sodium Hyaluronate,
                            Sodium Acetylated Hyaluronate,
                            Hydrolyzed Sodium Hyaluronate,
                            
        [more]Pentylene Glycol,
                            Ethylhexylglycerin,
                            Betaine,
                            Niacinamide,
                            Dipotassium Glycyrrhizate,
                            Cladosiphon Okamuranus Extract,
                            Hydroxyacetophenone,
                            1,2-Hexanediol,
                            PEG-40 Hydrogenated Castor Oil,
                            Parfum,
                            Disodium EDTA[less]

",https://incidecoder-content.storage.googleapis.com/8de0465f-ca19-4019-a6a4-1f52c7be587b/products/laikou-men-facial-toner/laikou-men-facial-toner_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-green-tea-mask-stick,Laikou,Green Tea Mask Stick,01/11/2024,"
    
    Deep cleansing mask stick.
    ","

Aqua,
                            Kaolin,
                            Propylene Glycol,
                            Glycerin,
                            Diatomaceous Earth,
                            Titanium Dioxide,
                            Aluminum Hydroxide,
                            Zinc Oxide,
                            Sodium Stearate,
                            
        [more]VP/​VA Copolymer,
                            Niacinamide,
                            Dendrobium Officinale Extract,
                            Butyrospermum Parkii (Shea)Extract,
                            Centella Asiatica Extract,
                            Citrus Aurantium Bergamia (Bergamot) Fruit Extract,
                            Argania Spinosa Extract,
                            Camellia Sinensis Extract,
                            Phenoxyethanol,
                            Poloxamer 407,
                            Parfum[less]

",https://incidecoder-content.storage.googleapis.com/a317bafd-99fb-414e-accc-4a961cbb07d5/products/laikou-green-tea-mask-stick/laikou-green-tea-mask-stick_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-green-tea-peeling-gel,Laikou,Green Tea Peeling Gel,01/11/2024,"
    
    A green tea peeling gel to replenish the skin with nutrients, balance oil secretion and tighten the skin, remove dead skin cells and dirt on the surface of the skin, keep the skin clean and smooth.
    ","

Aqua,
                            Glycerin,
                            Carbomer,
                            Laurtrimonium Chloride,
                            Hydrated Silica,
                            Alcohol,
                            Butylene Glycol,
                            Camellia Sinensis Leaf Extract,
                            Aloe Barbadensis Leaf Extract,
                            
        [more]Prunus Speciosa Flower Extract,
                            1.2 Hexanediol,
                            Hydroxyacetophenone,
                            Butyrospermum Parkii (Shea) Butter,
                            DMDM Hydantoin,
                            Parfum,
                            Ci 19140,
                            Ci 42090[less]

",https://incidecoder-content.storage.googleapis.com/80687827-6306-40f2-90c5-6047ae26eeec/products/laikou-green-tea-peeling-gel/laikou-green-tea-peeling-gel_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-green-tea-toner,Laikou,Green Tea Toner,01/12/2024,"
    
    A green tea toner.
    ","

Aqua,
                            Propylene Glycol,
                            Glycerin,
                            Butylene Glycol,
                            Camellia Sinensis Leaf Extract,
                            Codium Tomentosum Extract,
                            Hamamelis Virginiana (Witch Hazel) Water,
                            Portulaca Oleracea Extract,
                            Aloe Barbadensis Leaf Extract,
                            
        [more]Hydroxyethylcellulose,
                            Acrylates/​C10-30 Alkyl Acrylate Crosspolymer,
                            Triethanolamine,
                            Methylparaben,
                            Diazolidinyl Urea,
                            Parfum,
                            PEG-40 Hydrogenated Castor Oil,
                            Disodium EDTA[less]

",https://incidecoder-content.storage.googleapis.com/8f96f216-aca8-4bf7-b213-c3d747238b8b/products/laikou-green-tea-toner/laikou-green-tea-toner_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-whitening-sunscreen,Laikou,Whitening Sunscreen,08/08/2024,"
    
    Sunscreen 
    ","

Aqua,
                            Propylene Glycol,
                            Titanium Dioxide,
                            Ethylhexyl Palmitate,
                            Ethylhexyl Methoxycinnamate,
                            Glycerin,
                            Dimethicone,
                            Mineral Oil,
                            Isohexadecane,
                            
        [more]C12-15 Alkyl Benzoate,
                            Cetyl PEG/​PPG-10/​1 Dimethicone,
                            Sorbitan Sesquioleate,
                            Magnesium Sulfate,
                            Cyclopentasiloxane,
                            4-Methylbenzylidene Camphor,
                            Butyl Methoxydibenzoylmethane,
                            Benzophenone-3,
                            Silica,
                            Alumina,
                            Trimethoxycaprylylsilane,
                            Magnesium Stearate,
                            Mica,
                            PEG-30 Dipolyhydroxystearate,
                            Propylparaben,
                            Methylparaben,
                            Diazolidinyl Urea,
                            Parfum[less]

",https://incidecoder-content.storage.googleapis.com/c5abc28d-9741-4efb-9e66-b5a61e8a5534/products/laikou-whitening-sunscreen/laikou-whitening-sunscreen_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-pro-10-niacinamide-brightening-serum,Laikou,Pro 10% Niacinamide Brightening Serum,09/29/2024,"
    
    Laikou pro niacinamide brightening serum contains 10% niacinamide and 1% zinc, and promises brightening, oil control and reduction of wrinkles with use.
    ","

Aqua,
                            Niacinamide,
                            Glycerin,
                            Propylene Glycol,
                            Zinc Pca,
                            Carbomer,
                            Xanthan Gum,
                            Dipropylene Glycol,
                            Ginseng Radix Et Rhizoma Rubra Extract,
                            
        [more]Glycine Soja (Soybean) Seed Extract,
                            Triethanolamine,
                            Methylparaben,
                            Diazolidinyl Urea[less]

",https://incidecoder-content.storage.googleapis.com/979118d0-4977-4afc-84ad-6ec243d5d3ca/products/laikou-pro-10-niacinamide-brightening-serum/laikou-pro-10-niacinamide-brightening-serum_front_photo_original.jpeg,Success
https://incidecoder.com/products/laikou-sakura-essence-cream,Laikou,Sakura Essence Cream,06/13/2023,"
    
    Hydrating brightening and anti aging.
    ","

Aqua,
                            Mineral Oil,
                            Glycerin,
                            Cetearyl Alcohol,
                            Isopropyl Palmitate,
                            Dimethicone,
                            PEG-100 Stearate,
                            Glyceryl Stearate,
                            Stearic Acid,
                            
        [more]Butyrospermum Parkii (Shea) Butter,
                            Prunus Lannesiana Flower Extract,
                            Ascorbic Acid,
                            Malic Acid,
                            Prunus Mume Fruit Extract,
                            Citric Acid,
                            Potassium Hydroxide,
                            Phenoxyethanol,
                            Butylene Glycol,
                            Niacinamide,
                            Sodium Hyaluronate,
                            Xanthan Gum,
                            Carbomer,
                            Disodium EDTA,
                            Triethanolamine,
                            Propylparaben,
                            Methylparaben,
                            Diazolidinyl Urea,
                            Parfum,
                            Ci 16255[less]

",https://incidecoder-content.storage.googleapis.com/3e135174-4a21-4033-94bf-ff3a0b2e4a70/products/laikou-sakura-essence-cream/laikou-sakura-essence-cream_front_photo_original.jpeg,Success
